,CL105_NS_Run18_0815,CL146_NS_Run18_0815,CL152_NS_Run18_0815,CL154_NS_Run18_0815,CL156_NS_Run18_0815,CL162_NS_Run18_0815,CL164_NS_Run18_0815,CL167,CL172_NS_Run18_0815,CL176,CL183,CL187_NS_Run18_0815,CL191,CL196_NS_Run18_0815,CL203_NS_Run18_0815,CL213,CL214_NS_Run18_0815,CL219_NS_Run18_0815,CL228,CL236,CL240_NS_Run18_0815,CL244,CL253,CL41_NS_Run18_0815,CL50_NS_Run18_0815,CL53_NS_Run18_0815,CL56_NS_Run18_0815,CL85_NS_Run18_0815,Female-Ctrl_NS_Run18_0815,Male-Ctrl_NS_Run18_0815
hsa-mir-4435-1,0,0,0,11,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,10,0,22,19
hsa-mir-4536-2,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
hsa-mir-1908,0,6,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,13,12
hsa-mir-4435-2,0,5,0,11,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,10,0,22,19
hsa-mir-548ax,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-509-2,0,0,0,11,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-509-3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-509-1,0,0,0,11,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-1306_1,0,5,6,11,0,5,0,0,9,0,0,0,0,0,0,0,5,0,0,0,9,0,0,0,5,5,0,0,9,0
hsa-mir-149,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
hsa-mir-1908_1,0,6,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,13,12
hsa-mir-3120,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,17
hsa-mir-320c-1_1,13,0,10,11,0,13,0,0,0,0,0,0,0,0,6,0,6,0,0,0,5,0,0,6,0,7,8,0,10,6
hsa-mir-320c-2_1,13,0,10,11,0,13,0,0,0,0,0,0,0,0,6,0,6,0,0,0,5,0,0,0,0,7,8,0,9,6
hsa-mir-3928,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-4286,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-4435-1_1,0,5,0,11,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,10,0,22,19
hsa-mir-4435-2_1,0,5,0,11,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,10,0,22,19
hsa-mir-4511,0,0,0,5,7,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,7,0,9,0
hsa-mir-4645_1,6,11,6,21,0,9,0,0,14,0,0,0,0,0,6,9,8,0,0,0,6,0,0,6,0,0,15,0,29,12
hsa-mir-4687_1,0,0,7,8,0,5,0,0,8,0,0,0,0,0,5,8,6,0,0,0,5,0,0,0,8,0,9,0,5,6
hsa-mir-503,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-5189_1,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,5,0
hsa-mir-548ax_1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-556_1,0,8,0,7,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,12,5
hsa-mir-154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6
hsa-mir-412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
hsa-mir-1-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,6
hsa-mir-1-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,6
hsa-mir-1229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,7
hsa-mir-1229*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,7
hsa-mir-1-1_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,6
hsa-mir-1-2_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,6
hsa-mir-1229_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,7
hsa-mir-1343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
hsa-mir-154_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6
hsa-mir-26a-1_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6
hsa-mir-3120_1,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,17
hsa-mir-3150b_1,0,0,0,0,0,0,0,0,10,0,0,0,0,5,0,6,8,0,0,0,0,0,0,0,0,0,0,0,82,23
hsa-mir-329-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
hsa-mir-329-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
hsa-mir-4434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,19
hsa-mir-4478,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,15,18
hsa-mir-543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,13,5,0,0,0,0,0,0,0,0,0,0,0,10,7
hsa-mir-326*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-548am,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0
hsa-mir-508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-1248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
hsa-mir-1537_1,0,0,0,9,11,6,10,0,8,0,0,0,0,0,22,0,7,0,0,0,6,0,0,6,0,10,11,0,10,5
hsa-mir-19b-1_1,0,0,0,0,0,0,0,0,9,0,0,0,0,0,14,0,8,0,0,0,0,0,0,0,0,0,0,0,5,0
hsa-mir-299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-3173_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,5,5,0,13,0,9,0
hsa-mir-3611_1,0,0,6,0,6,0,6,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,5,0,5,0,0,0
hsa-mir-4477b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-4659b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
hsa-mir-508_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-543_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,13,5,0,0,0,0,0,0,0,0,0,0,0,10,7
hsa-mir-548am_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0
hsa-mir-548u,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-551b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
hsa-mir-615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-3155a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0
hsa-mir-380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0
hsa-mir-4767*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0
hsa-mir-4645*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0
hsa-mir-452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
hsa-mir-1278_1,0,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,5,0,0,0,6,0
hsa-mir-3065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
hsa-mir-3199-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
hsa-mir-3199-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
hsa-mir-323a_1,0,0,0,5,0,0,0,0,10,0,0,0,0,0,12,0,5,0,0,0,0,0,0,0,0,0,0,0,13,13
hsa-mir-380_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0
hsa-mir-4513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,5,0,6,0
hsa-mir-452_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
hsa-mir-455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
hsa-mir-4638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,0
hsa-mir-4642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
hsa-mir-4762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
hsa-mir-4767_1,0,5,8,0,9,7,0,0,5,0,0,0,0,0,10,0,5,0,0,0,5,0,0,0,0,0,0,0,49,8
hsa-mir-548n,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
hsa-mir-548s,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
hsa-mir-551b_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
hsa-mir-642a,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,5,0
hsa-mir-135a-2,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-135a-1,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-1284_1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-374c,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-4757,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-218-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-218-1*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-218-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-2964a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,5,0,0,0
hsa-mir-3064_1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,6,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-3648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-3661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-3679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-4742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-4999_1,0,0,0,0,6,8,0,0,9,0,0,0,0,0,9,0,14,0,0,0,7,0,0,6,6,0,0,0,7,0
hsa-mir-5581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-642a_1,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,5,0
hsa-mir-4707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0
hsa-mir-4707*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0
hsa-mir-3202-1_1,0,0,5,0,0,7,0,0,7,0,0,0,0,0,8,0,0,0,0,0,0,0,0,15,0,0,6,0,0,0
hsa-mir-3620_1,0,0,0,5,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,0,0,0,0,5
hsa-mir-4520b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0
hsa-mir-4707_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0
hsa-mir-296*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0
hsa-mir-1298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
hsa-mir-3129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
hsa-mir-3133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
hsa-mir-4753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
hsa-mir-6509_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
hsa-mir-4423,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-935_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-600,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-4494,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-548q,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-570_1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0
hsa-mir-624_1,7,6,5,6,10,0,0,0,8,0,0,6,0,0,13,0,9,0,0,0,11,0,0,9,5,7,12,0,0,0
hsa-mir-548w_1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,12,0
hsa-mir-548w_2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,12,0
hsa-mir-548w_3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,12,0
hsa-mir-548w_4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,12,0
hsa-mir-548w_5,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,12,0
hsa-mir-548f-1_1,5,0,126,0,0,44,25,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-548f-1,5,46,126,26,71,44,25,0,42,0,0,10,0,8,59,0,76,0,6,0,114,6,0,51,23,52,103,30,63,16
hsa-mir-548w_6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,12,0
hsa-miR-150_1,26,22,25,6,8,15,6,0,0,0,0,15,0,13,5,5,0,0,0,0,0,0,0,26,43,21,0,0,5,0
hsa-miR-28_1,3225,19318,34580,19518,22215,55129,19596,884,22061,2351,1266,4706,1046,9434,39969,12706,51236,1075,3363,28,28720,6683,113,32365,34784,20300,30427,13018,28717,11376
hsa-mir-548j_1,0,0,6,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,5,0,15,0,0,0
hsa-miR-28_2,0,8,21,22,15,20,12,0,9,0,0,10,0,14,27,7,45,0,0,0,13,0,0,32,34,17,21,16,13,0
hsa-miR-28_3,0,8,21,22,15,20,12,0,9,0,0,10,0,14,27,7,45,0,0,0,13,0,0,32,34,17,21,16,13,0
hsa-mir-548f-1_12,5,0,126,0,0,44,25,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-548f-1_113,5,39,121,24,62,40,25,0,39,0,0,8,0,7,55,0,67,0,5,0,105,6,0,46,17,45,94,28,58,16
hsa-miR-1277_1,25,148,148,137,133,26,95,9,165,0,0,33,0,34,175,14,159,17,46,0,120,0,0,46,59,108,73,53,234,49
hsa-miR-339_1,35,16,37,19,53,46,18,0,57,0,0,15,0,70,65,18,26,0,13,0,25,0,0,53,13,28,14,10,80,13
hsa-mir-548f-1_1114,5,46,126,26,71,44,25,0,42,0,0,10,0,8,59,0,76,0,6,0,114,6,0,51,23,52,103,30,63,16
hsa-mir-548w_7,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,12,0
hsa-mir-548f-1_11115,5,0,126,0,0,44,25,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-548f-1_111116,5,46,126,26,71,44,25,0,42,0,0,10,0,8,59,0,76,0,6,0,114,6,0,51,23,52,103,30,63,16
hsa-mir-769_1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,5,5,0,0,0,0
hsa-mir-548j_2,0,0,6,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,5,0,15,0,0,0
hsa-mir-548j_3,0,0,6,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,5,0,15,0,0,0
hsa-mir-548w_8,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,12,0
hsa-mir-548w_9,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,12,0
hsa-mir-548f-1_1111117,5,46,126,26,71,44,25,0,42,0,0,10,0,8,59,0,76,0,6,0,114,6,0,51,23,52,103,30,63,16
hsa-mir-548j_4,0,0,6,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,5,0,15,0,0,0
hsa-miR-574_1,7,26,75,41,54,31,0,0,52,0,0,0,0,17,26,14,20,0,0,0,39,5,0,48,48,40,65,26,39,0
hsa-mir-548w_10,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,12,0
hsa-mir-548f-1_11111118,5,39,121,24,62,40,25,0,39,0,0,8,0,7,55,0,67,0,5,0,105,6,0,46,17,45,94,28,58,16
hsa-miR-1277_2,25,148,148,137,133,26,95,9,165,0,0,33,0,34,175,14,159,17,46,0,120,5,0,46,59,108,73,53,234,49
hsa-mir-548j_5,0,0,6,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,5,0,15,0,0,0
hsa-mir-548j_6,0,0,6,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,5,0,15,0,0,0
hsa-miR-486_1,95410,20489,53102,24575,17604,29449,15831,1347,29689,1444,732,6215,778,13843,40653,17557,78293,2091,8518,14,25444,6403,72,38581,23385,302197,67943,9494,46855,62738
hsa-mir-548w_11,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,12,0
hsa-mir-548w_12,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,12,0
hsa-mir-548w_13,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,12,0
hsa-mir-548j_7,0,0,6,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,5,0,15,0,0,0
hsa-mir-548w_14,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,12,0
hsa-mir-548w_15,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,12,0
hsa-mir-548w_16,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,12,0
hsa-miR-1277_3,0,13,13,0,20,0,7,0,0,0,0,0,0,0,27,0,11,0,0,0,15,0,0,0,10,9,0,0,0,0
hsa-mir-548w_17,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,12,0
hsa-miR-574_2,7,26,75,41,54,31,0,0,0,0,0,0,0,17,26,0,0,0,0,0,39,5,0,48,48,40,65,26,0,0
hsa-mir-548w_18,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,12,0
hsa-mir-548w_19,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,12,0
hsa-miR-625_1,0,0,41,0,42,67,0,0,0,0,0,11,0,9,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0
hsa-mir-548w_20,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,12,0
hsa-mir-548w_21,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,12,0
hsa-miR-1277_4,0,13,13,0,20,0,7,0,0,0,0,0,0,0,27,0,11,0,0,0,15,0,0,0,10,9,0,0,0,0
hsa-miR-1277_5,0,13,13,0,20,0,7,0,0,0,0,0,0,0,27,0,11,0,0,0,15,0,0,0,10,9,0,0,0,0
hsa-miR-1277_6,30,167,167,157,141,27,105,9,184,0,0,35,0,37,188,16,172,20,49,0,128,5,0,52,64,117,80,56,269,55
hsa-miR-1277_7,30,167,167,157,141,27,105,9,184,0,0,35,0,37,188,16,172,20,49,0,128,5,0,52,64,117,80,56,269,55
hsa-mir-548w_22,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,12,0
hsa-miR-574_3,7,26,75,41,54,31,0,0,0,0,0,0,0,17,26,0,0,0,0,0,39,5,0,48,48,40,65,26,0,0
hsa-miR-664b_1,16,30,58,14,59,26,22,0,49,0,0,10,0,19,55,18,72,0,7,0,37,10,0,23,63,28,50,29,23,0
hsa-miR-339_2,108,176,247,0,234,137,149,13,408,17,16,69,0,241,312,0,177,12,96,0,162,0,0,253,115,121,0,49,0,0
hsa-mir-548f-1_111111119,5,46,126,26,71,44,25,0,42,0,0,10,0,8,59,0,76,0,6,0,114,6,0,51,23,52,103,30,63,16
hsa-let-7a-1_1,0,8,8,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,6,0,0,9,0,8,6,0,12,0
hsa-mir-378a_1,886,4450,8819,4558,5972,1496,2073,104,6746,387,331,1663,494,719,2688,3896,7102,325,711,0,7769,1104,22,3785,2134,5491,7158,5108,8406,3321
hsa-mir-548w_23,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,12,0
hsa-miR-151a_1,901,11112,364,7514,53,2455,225,16,6431,276,210,854,131,5504,15205,2782,3062,677,3415,0,132,232,26,8002,201,1990,4931,13,18000,11133
hsa-miR-574_4,7,26,75,41,54,31,0,0,0,0,0,0,0,17,26,0,0,0,0,0,38,5,0,48,48,39,65,26,0,0
hsa-mir-548j_8,0,0,6,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,5,0,15,0,0,0
hsa-mir-548w_24,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,12,0
hsa-mir-548w_25,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,12,0
hsa-miR-15a_1,2858,861,633,3929,24996,15252,10041,1310,13986,781,855,5791,441,2760,22411,4940,19814,3692,3441,0,14557,1617,87,28831,6504,16871,42135,5561,22441,4246
